 4.50    0.92937814E+00
 4.55    0.88852705E+00
 4.60    0.84878130E+00
 4.65    0.81018400E+00
 4.70    0.77276865E+00
 4.75    0.73655984E+00
 4.80    0.70157401E+00
 4.85    0.66782020E+00
 4.90    0.63530071E+00
 4.95    0.60401186E+00
 5.00    0.57394464E+00
 5.05    0.54508534E+00
 5.10    0.51741619E+00
 5.15    0.49091590E+00
 5.20    0.46556020E+00
 5.25    0.44132230E+00
 5.30    0.41817339E+00
 5.35    0.39608298E+00
 5.40    0.37501929E+00
 5.45    0.35494960E+00
 5.50    0.33584051E+00
 5.55    0.31765823E+00
 5.60    0.30036877E+00
 5.65    0.28393817E+00
 5.70    0.26833271E+00
 5.75    0.25351894E+00
 5.80    0.23946396E+00
 5.85    0.22613541E+00
 5.90    0.21350162E+00
 5.95    0.20153169E+00
 6.00    0.19019550E+00
 6.05    0.17946381E+00
 6.10    0.16930826E+00
 6.15    0.15970142E+00
 6.20    0.15061681E+00
 6.25    0.14202888E+00
 6.30    0.13391303E+00
 6.35    0.12624564E+00
 6.40    0.11900400E+00
 6.45    0.11216635E+00
 6.50    0.10571184E+00
 6.55    0.99620525E-01
 6.60    0.93873338E-01
 6.65    0.88452069E-01
 6.70    0.83339334E-01
 6.75    0.78518575E-01
 6.80    0.73974006E-01
 6.85    0.69690600E-01
 6.90    0.65654062E-01
 6.95    0.61850802E-01
 7.00    0.58267905E-01
 7.05    0.54893108E-01
 7.10    0.51714774E-01
 7.15    0.48721861E-01
 7.20    0.45903901E-01
 7.25    0.43250976E-01
 7.30    0.40753688E-01
 7.35    0.38403141E-01
 7.40    0.36190915E-01
 7.45    0.34109043E-01
 7.50    0.32149994E-01
 7.55    0.30306645E-01
 7.60    0.28572266E-01
 7.65    0.26940501E-01
 7.70    0.25405345E-01
 7.75    0.23961130E-01
 7.80    0.22602508E-01
 7.85    0.21324429E-01
 7.90    0.20122133E-01
 7.95    0.18991132E-01
 8.00    0.17927193E-01
 8.05    0.16926325E-01
 8.10    0.15984771E-01
 8.15    0.15098988E-01
 8.20    0.14265643E-01
 8.25    0.13481594E-01
 8.30    0.12743885E-01
 8.35    0.12049732E-01
 8.40    0.11396518E-01
 8.45    0.10781776E-01
 8.50    0.10203190E-01
 8.55    0.96585778E-02
 8.60    0.91458907E-02
 8.65    0.86631960E-02
 8.70    0.82086925E-02
 8.75    0.77806662E-02
 8.80    0.73775176E-02
 8.85    0.69977453E-02
 8.90    0.66399332E-02
 8.95    0.63027539E-02
 9.00    0.59849595E-02
 9.05    0.56853773E-02
 9.10    0.54029071E-02
 9.15    0.51365147E-02
 9.20    0.48852776E-02
 9.25    0.46481420E-02
 9.30    0.44243990E-02
 9.35    0.42132189E-02
 9.40    0.40137578E-02
 9.45    0.38253973E-02
 9.50    0.36474250E-02
 9.55    0.34791933E-02
 9.60    0.33201374E-02
 9.65    0.31698550E-02
 9.70    0.30277642E-02
 9.75    0.28933597E-02
 9.80    0.27661169E-02
 9.85    0.26456326E-02
 9.90    0.25315094E-02
 9.95    0.24233877E-02
10.00    0.23209097E-02
10.10    0.21316058E-02
10.20    0.19611723E-02
10.30    0.18075066E-02
10.40    0.16687301E-02
10.50    0.15432050E-02
10.60    0.14294697E-02
10.70    0.13262495E-02
10.80    0.12324114E-02
10.90    0.11469579E-02
11.00    0.10690085E-02
11.10    0.99777018E-03
11.20    0.93256666E-03
11.30    0.87278179E-03
11.40    0.81786792E-03
11.50    0.76735242E-03
11.60    0.72079763E-03
11.70    0.67783475E-03
11.80    0.63811706E-03
11.90    0.60133865E-03
12.00    0.56724771E-03
12.20    0.50532927E-03
12.40    0.45266165E-03
12.60    0.40642715E-03
12.80    0.36581820E-03
13.00    0.33063448E-03
13.20    0.29931472E-03
13.40    0.27150227E-03
13.60    0.24681769E-03
13.80    0.22485861E-03
14.00    0.20519275E-03
14.20    0.18759440E-03
14.40    0.17178412E-03
14.60    0.15753811E-03
14.80    0.14465876E-03
15.00    0.13302653E-03
15.20    0.12248494E-03
15.40    0.11291672E-03
15.60    0.10420406E-03
15.80    0.96291296E-04
16.00    0.89077578E-04
16.20    0.82486750E-04
16.40    0.76458152E-04
16.60    0.70949356E-04
16.80    0.65896493E-04
17.00    0.61254868E-04
17.20    0.56999400E-04
17.40    0.53078917E-04
17.60    0.49470819E-04
17.80    0.46152116E-04
18.00    0.43086710E-04
18.20    0.40263786E-04
18.40    0.37652875E-04
18.60    0.35237379E-04
18.80    0.32997065E-04
19.00    0.30925710E-04
19.20    0.28996712E-04
19.40    0.27220055E-04
19.60    0.25573337E-04
19.80    0.24033069E-04
20.00    0.22597807E-04
